id	log2FoldChange	padj	significant	label
E01156	-0.421196	2.35407029771408e-07	Unchanged	-
E01157	-1.06814	0.278646622416532	Unchanged	-
E01158	-0.803369	1.41229652647643e-35	Unchanged	-
E01161	0.779534	2.87139989353879e-12	Unchanged	-
E01163	-0.216052	0.0013676154088887	Unchanged	-
E01165	0.475039	0.960966568518151	Unchanged	-
E01167	4.58346	5.42686762488619e-14	EHBIO_UP	-
E01169	0.112144	0.676188122696613	Unchanged	-
E01170	0.280563	7.75414590135519e-18	Unchanged	-
E01171	0.269774	0.00101450713825805	Unchanged	-
E01172	0.0522113	0.143082871898655	Unchanged	-
E01173	3.10356	3.9483517673522e-21	EHBIO_UP	-
E01174	2.25826	1.14392264202936e-141	EHBIO_UP	-
E01177	-0.225944	0.00233880615438038	Unchanged	-
E01178	-0.324501	1.16729622627662e-07	Unchanged	-
E01181	-0.972405	1.14727425684853e-10	Unchanged	-
E01182	0.208395	0.00190804858427465	Unchanged	-
E01183	0.448625	0.960966568518151	Unchanged	-
E01184	-0.12603	0.182085922823338	Unchanged	-
E01185	1.43547	9.62838955770352e-198	EHBIO_UP	-
E01187	0.0531777	0.960966568518151	Unchanged	-
E01189	-1.5419	9.21630835272306e-48	Baodian_UP	-
E01190	0.0844653	0.101656649493241	Unchanged	-
E01191	0.0962129	0.323275169082008	Unchanged	-
E01192	0.326005	1.21296032157377e-14	Unchanged	-
E01193	0.113785	0.863494640865541	Unchanged	-
E01194	-0.490415	1.78181757723954e-13	Unchanged	-
E01195	-1.91933	6.82509884008675e-08	Baodian_UP	-
E01198	-0.634322	0.00917887919924579	Unchanged	-
E01199	-0.0725995	0.670209796965423	Unchanged	-
E01201	0.508252	1.73200436119591e-30	Unchanged	-
E01203	0.167616	0.00873420549979879	Unchanged	-
E01204	0.223576	2.50760417481118e-08	Unchanged	-
E01205	-0.550587	7.67443266426576e-34	Unchanged	-
E01210	-0.294568	0.00117217286075244	Unchanged	-
E01211	0.307372	2.06216182031489e-09	Unchanged	-
E01213	-0.0187992	1	Unchanged	-
E01214	-1.63132	0	Baodian_UP	-
E01215	0.0364469	0.866586180307648	Unchanged	-
E01216	1.91559	3.40762407805932e-54	EHBIO_UP	-
E01217	2.51623	6.85433354837897e-09	EHBIO_UP	-
E01219	1.53573	0.155501553748888	Unchanged	-
E01222	-0.183612	0.00861932458327709	Unchanged	-
E01223	-0.480995	6.51071142664408e-45	Unchanged	-
E01224	-0.884066	6.39961617870749e-49	Unchanged	-
E01225	-0.122312	0.178478294399722	Unchanged	-
E01227	-0.822064	1.46502453456035e-31	Unchanged	-
E01228	-0.713142	2.54856187449606e-27	Unchanged	-
E01229	-2.33766	0	Baodian_UP	-
E01232	-0.215189	0.207376305916987	Unchanged	-
E01235	-0.11104	0.000424246270904627	Unchanged	-
E01236	-0.420921	9.59304585788799e-05	Unchanged	-
E01237	-0.051841	0.418899210831403	Unchanged	-
E01238	0.721472	8.55551379478027e-84	Unchanged	-
E01239	-1.82104	3.68577606613301e-178	Baodian_UP	-
E01241	0.116052	0.305277944524611	Unchanged	-
E01242	-3.29148	9.72675416082131e-265	Baodian_UP	-
E01243	0.271662	3.36885317022386e-05	Unchanged	-
E01245	1.03257	7.12918410435499e-58	EHBIO_UP	-
E01247	0.739399	1.18215181795208e-39	Unchanged	-
E01249	-3.01586	0	Baodian_UP	-
E01250	-0.561663	5.10022049556219e-26	Unchanged	-
E01251	2.73608	0.000985156430816217	EHBIO_UP	-
E01252	1.1196	1.40067725196756e-13	EHBIO_UP	-
E01253	-0.806762	1.26228081509671e-111	Unchanged	-
E01254	-3.84373	0	Baodian_UP	-
E01255	0.139501	0.196074614306264	Unchanged	-
E01256	-0.0247672	0.687155394061675	Unchanged	-
E01258	0.189091	0.0550386913972939	Unchanged	-
E01259	1.46095	5.86233841179713e-70	EHBIO_UP	-
E01260	0.350344	0.0912273707272218	Unchanged	-
E01261	0.892318	0.351565119261845	Unchanged	-
E01265	0.270486	0.0222102539467036	Unchanged	-
E01269	0.218168	1.00079856770058e-12	Unchanged	-
E01270	0.0356501	0.748543153340119	Unchanged	-
E01271	0.677612	2.04815279305318e-06	Unchanged	-
E01272	-0.885534	1.05138368889226e-66	Unchanged	-
E01273	0.279541	0.00360344616951043	Unchanged	-
E01274	1.07539	1.27201412816453e-68	EHBIO_UP	-
E01276	-0.146729	0.135357413443317	Unchanged	-
E01277	-0.327078	0.00193520596887984	Unchanged	-
E01278	-0.480866	1.11360175829468e-05	Unchanged	-
E01283	0.0619318	0.450596464050451	Unchanged	-
E01285	-0.856984	2.04807758064961e-187	Unchanged	-
E01287	0.836649	0.684436743800561	Unchanged	-
E01288	-1.06287	6.86478810831116e-05	Baodian_UP	-
E01289	-0.152749	0.142300258760694	Unchanged	-
E01293	-0.315909	1.1078733060059e-06	Unchanged	-
E01294	0.625323	8.25217314170821e-16	Unchanged	-
E01295	-0.375448	2.05687372333912e-67	Unchanged	-
E01296	0.723147	9.43491268786311e-07	Unchanged	-
E01297	1.2095	2.18985545662889e-119	EHBIO_UP	-
E01299	-0.835065	3.60334406364628e-66	Unchanged	-
E01300	-0.319259	9.8499465610836e-07	Unchanged	-
E01302	1.08451	3.49597293814853e-06	EHBIO_UP	-
E01303	0.195807	0.000422333596248036	Unchanged	-
E01304	0.978989	1.10982325979794e-50	Unchanged	-
E01309	0.747107	2.12454898148332e-06	Unchanged	-
E01311	-0.196836	0.0865468076029111	Unchanged	-
E01312	0.0235486	0.929019673869101	Unchanged	-
E01313	2.12807	4.14341104584841e-124	EHBIO_UP	-
E01314	-0.550137	9.15079697801111e-29	Unchanged	-
E01315	1.73261	0.214723144345122	Unchanged	-
E01316	0.467899	2.54857446320706e-74	Unchanged	-
E01317	0.453526	1.44994794609131e-17	Unchanged	-
E01323	0.403873	7.49240072230496e-05	Unchanged	-
E01324	-0.140171	0.960966568518151	Unchanged	-
E01325	-0.930875	5.8794530200351e-32	Unchanged	-
E01329	-2.31723	1.9863105770561e-05	Baodian_UP	-
E01331	0.237915	0.00149870634678559	Unchanged	-
E01335	0.15862	0.0479588182446368	Unchanged	-
E01336	-0.284671	0.0171944832225658	Unchanged	-
E01337	0.064419	0.587541173273691	Unchanged	-
E01338	0.831805	0.684436743800561	Unchanged	-
E01339	-0.608519	3.3578926563738e-13	Unchanged	-
E01341	0.528048	0.0356307281477748	Unchanged	-
E01342	1.41682	0.00330962370414725	EHBIO_UP	-
E01344	-1.1777	9.44450438758379e-92	Baodian_UP	-
E01345	0.453831	8.55166221398934e-18	Unchanged	-
E01346	-0.117128	0.0361350018593534	Unchanged	-
E01348	0.348656	1.17396364357685e-15	Unchanged	-
E01349	0.781494	5.04880144292189e-44	Unchanged	-
E01350	-0.168818	0.0376205706228126	Unchanged	-
E01351	0.182633	7.31848409799658e-07	Unchanged	-
E01352	-0.0232969	0.734141492584837	Unchanged	-
E01353	-0.433716	0.000133186733834448	Unchanged	-
E01355	0.345192	1.67212401136883e-10	Unchanged	-
E01357	0.536171	0.0117944487627306	Unchanged	-
E01360	-0.591579	0.126305901072246	Unchanged	-
E01367	3.14177	0	EHBIO_UP	-
E01368	8.33085	2.56437281107708e-155	EHBIO_UP	-
E01369	1.4066	0.029595172790698	EHBIO_UP	-
E01374	3.75977	2.96446388537411e-65	EHBIO_UP	-
E01375	0.481976	0.0108016992410447	Unchanged	-
E01376	-0.43089	0.000350673747390855	Unchanged	-
E01377	-0.279781	2.16008517340196e-07	Unchanged	-
E01378	0.158022	0.360357846437899	Unchanged	-
E01379	1.11959	0.406258881446853	Unchanged	-
E01383	-0.789706	3.38306407139896e-22	Unchanged	-
E01385	-1.80698	0	Baodian_UP	-
E01389	-2.78817	2.76116270789751e-16	Baodian_UP	-
E01391	-2.50534	5.83496778416706e-31	Baodian_UP	-
E01392	1.56061	0.480264711916512	Unchanged	-
E01396	0.311679	9.47985680416446e-05	Unchanged	-
E01397	-0.131863	0.200094605527209	Unchanged	-
E01402	-0.265998	0.00040620220347803	Unchanged	-
E01404	0.124473	0.367909120851209	Unchanged	-
E01407	0.592973	0.0402370615474626	Unchanged	-
E01408	6.17523	0	EHBIO_UP	-
E01409	-0.440152	4.22448771355564e-49	Unchanged	-
E01410	-0.328245	9.03930271315479e-08	Unchanged	-
E01412	-1.45019	0.255090692987595	Unchanged	-
E01414	-0.0822923	0.679966047651331	Unchanged	-
E01415	0.113384	0.00662176214794075	Unchanged	-
E01416	0.187743	0.0402478121770189	Unchanged	-
E01417	-0.570707	7.91046559729295e-41	Unchanged	-
E01418	0.863747	6.06729592840585e-15	Unchanged	-
E01419	-0.994259	1.32024743648569e-05	Unchanged	-
E01420	0.061333	0.492128862479713	Unchanged	-
E01422	2.44989	0.0220095909767273	EHBIO_UP	-
E01424	0.0827798	0.441528016161167	Unchanged	-
E01425	1.80728	1.69215542794893e-32	EHBIO_UP	-
E01426	0.575666	2.11148284756542e-18	Unchanged	-
E01427	0.83478	3.67608518662959e-12	Unchanged	-
E01428	0.418654	0.0501857303315091	Unchanged	-
E01429	0.12018	0.239690922203084	Unchanged	-
E01430	-0.0827326	0.422504045708149	Unchanged	-
E01431	-0.840622	3.24222645294127e-13	Unchanged	-
E01432	0.164548	0.116059830651682	Unchanged	-
E01435	-1.27582	1.53590522220656e-05	Baodian_UP	-
E01436	0.515066	4.66505258893323e-107	Unchanged	-
E01439	1.75733	8.14328616358611e-53	EHBIO_UP	-
E01440	-0.512179	4.07292053483895e-57	Unchanged	-
E01441	0.283378	5.74346613158314e-07	Unchanged	-
E01442	0.0868681	0.0436346652441738	Unchanged	-
E01443	-0.283903	0.00146023311141382	Unchanged	-
E01448	-0.04555	0.364290137520391	Unchanged	-
E01449	-0.21646	0.000752995009274654	Unchanged	-
E01450	0.0787652	0.505615213279537	Unchanged	-
E01452	-0.63172	0.0106549105368028	Unchanged	-
E01453	0.116212	0.00119108542210176	Unchanged	-
E01454	0.270508	6.38935475925981e-27	Unchanged	-
E01455	-0.782659	1.11632035328315e-54	Unchanged	-
E01456	-0.44578	5.25915300594521e-25	Unchanged	-
E01457	-0.0393295	0.825612018206563	Unchanged	-
E01465	-0.49479	8.76621035640523e-22	Unchanged	-
E01469	1.99105	1.37663048100049e-44	EHBIO_UP	-
E01470	0.405247	8.10938930324064e-08	Unchanged	-
E01474	3.61267	2.34851525716168e-07	EHBIO_UP	-
E01476	1.34346	0.253090664484723	Unchanged	-
E01478	0.012816	1	Unchanged	-
E01479	0.177478	6.20308142852899e-10	Unchanged	-
E01480	1.67245	2.11770318854184e-199	EHBIO_UP	-
E01483	-0.124544	0.225513388773114	Unchanged	-
E01484	1.1373	1.71415335452993e-09	EHBIO_UP	-
E01488	-0.00370043	0.955643602713252	Unchanged	-
E01489	1.52278	1.62267686135295e-53	EHBIO_UP	-
E01490	-0.600428	6.36121298165644e-10	Unchanged	-
E01492	1.65728	1.91715278838973e-63	EHBIO_UP	-
E01493	-0.285306	0.00944873071602831	Unchanged	-
E01494	-0.705371	4.80006697576114e-40	Unchanged	-
E01499	-0.606345	0.451078716641624	Unchanged	-
E01500	-0.689822	2.24552478593227e-19	Unchanged	-
E01501	0.562283	9.33674284456367e-14	Unchanged	-
E01506	2.20147	2.42743203668206e-188	EHBIO_UP	-
E01514	0.997609	1.53642144161877e-21	Unchanged	-
E01515	-0.375324	3.72511020626103e-06	Unchanged	-
E01516	2.29249	3.69604082343309e-49	EHBIO_UP	-
E01517	-0.936434	6.41589917675063e-31	Unchanged	-
E01518	-0.704751	3.2751375587586e-80	Unchanged	-
E01519	1.99637	1.43390751753436e-15	EHBIO_UP	-
E01520	3.53583	0	EHBIO_UP	-
E01524	0.461103	7.08466385959709e-14	Unchanged	-
E01525	-0.576518	1.40993170586653e-28	Unchanged	-
E01527	0.106263	0.551205188417053	Unchanged	-
E01528	3.83237	0	EHBIO_UP	-
E01531	0.8679	1.85538075235771e-10	Unchanged	-
E01544	0.475039	0.960966568518151	Unchanged	-
E01547	0.365526	2.65504159947069e-07	Unchanged	-
E01548	0.0410124	0.24373129559046	Unchanged	-
E01551	-0.28686	6.61860158572769e-07	Unchanged	-
E01554	0.486027	0.0940625477965358	Unchanged	-
E01555	-0.396191	9.52074920973534e-08	Unchanged	-
E01557	2.71684	2.23139783787635e-176	EHBIO_UP	-
E01559	0.581991	3.09189265759957e-12	Unchanged	-
E01573	0.677839	5.89805388243893e-13	Unchanged	-
E01575	6.41925	3.77046463934202e-51	EHBIO_UP	-
E01580	-1.2965	0.402684014681588	Unchanged	-
E01582	0.0810313	0.642324268468996	Unchanged	-
E01584	2.1435	0.000223978433746246	EHBIO_UP	-
E01585	0.505847	6.87153206294668e-11	Unchanged	-
E01592	-0.167116	3.02344723610837e-09	Unchanged	-
E01593	0.00607584	0.988078511995261	Unchanged	-
E01596	-1.30883	1.74645274581275e-175	Baodian_UP	-
E01597	0.684364	9.85636176831016e-21	Unchanged	-
E01598	-0.564138	9.51384271402008e-17	Unchanged	-
E01599	0.620643	7.83400634794504e-08	Unchanged	-
E01602	-0.347635	1.08608492488158e-09	Unchanged	-
E01603	0.565947	6.7800376410856e-05	Unchanged	-
E01607	-1.57777	0	Baodian_UP	-
E01608	0.761748	4.33709136116797e-08	Unchanged	-
E01609	-0.252759	0.0352550412572978	Unchanged	-
E01611	0.0775123	0.0288248388165888	Unchanged	-
E01613	-0.315629	3.78626187181789e-05	Unchanged	-
E01616	0.880558	8.08960396598957e-31	Unchanged	-
E01618	-0.236969	0.798055838632178	Unchanged	-
E01620	0.228664	0.0282918526483839	Unchanged	-
E01621	0.370077	0.023231049004163	Unchanged	-
E01622	1.93052	0.00728870416759888	EHBIO_UP	-
E01623	-0.275792	0.000249877051855316	Unchanged	-
E01627	-0.541929	0.0817576349182303	Unchanged	-
E01628	1.51992	3.74530025478458e-17	EHBIO_UP	-
E01629	-0.0329936	0.66711446968661	Unchanged	-
E01632	-0.592567	6.85401417275591e-18	Unchanged	-
E01633	0.237572	8.05001695456221e-07	Unchanged	-
E01640	-0.253839	0.0205445970166497	Unchanged	-
E01642	0.296316	2.29732780797599e-07	Unchanged	-
E01643	-0.156501	0.0760347520578735	Unchanged	-
E01644	1.12356	0.58877914059158	Unchanged	-
E01645	1.55274	1.97409753086744e-37	EHBIO_UP	-
E01647	-0.68033	1.36478361916457e-11	Unchanged	-
E01653	-0.262229	0.0104775148484263	Unchanged	-
E01654	0.25092	0.00516693651230466	Unchanged	-
E01656	0.475039	0.960966568518151	Unchanged	-
E01657	0.1327	0.005845497649742	Unchanged	-
E01658	5.02326	6.92137161416783e-13	EHBIO_UP	-
E01662	-0.346069	5.09041465972512e-08	Unchanged	-
E01679	0.478142	0.960966568518151	Unchanged	-
E01680	-0.169541	0.166189131092099	Unchanged	-
E01681	-0.033972	0.607948958987411	Unchanged	-
E01682	0.734028	1.24593712162193e-237	Unchanged	-
E01684	0.0941812	1	Unchanged	-
E01686	-1.08717	4.90015847452852e-11	Baodian_UP	-
E01687	-0.623203	7.30843649696387e-10	Unchanged	-
E01689	0.165987	0.0904752426952906	Unchanged	-
E01691	-2.25015	0.00542815935403052	Baodian_UP	-
E01692	0.810615	7.40845091222624e-07	Unchanged	-
E01699	-0.810087	2.98940428188753e-21	Unchanged	-
E01700	-0.290244	0.005159399574165	Unchanged	-
E01701	-1.24616	2.46878806194829e-35	Baodian_UP	-
E01704	-0.972968	6.10742712433282e-15	Unchanged	-
E01706	1.78146	5.53492042162552e-148	EHBIO_UP	-
E01707	1.55535	3.64828264816506e-21	EHBIO_UP	-
E01708	-0.509808	3.0052885787174e-35	Unchanged	-
E01709	0.513055	1.41503923698635e-128	Unchanged	-
E01710	-0.0918342	0.0991696098384254	Unchanged	-
E01711	-2.85453	1.00829713996734e-18	Baodian_UP	-
E01712	-0.821517	4.27881572547571e-16	Unchanged	-
E01713	-0.24808	0.0190141041601663	Unchanged	-
E01714	-3.10651	5.87004733712172e-15	Baodian_UP	-
E01715	-1.16605	2.4164924245443e-31	Baodian_UP	-
E01717	-0.144742	0.00919922249223595	Unchanged	-
E01719	-0.655841	1.0741337997554e-114	Unchanged	-
E01720	-1.44584	7.65474097169268e-31	Baodian_UP	-
E01724	-0.94231	0.000702804774259629	Unchanged	-
E01726	1.42831	7.02357856984724e-52	EHBIO_UP	-
E01727	-0.233201	0.00529141500299037	Unchanged	-
E01728	-0.847751	6.68463508965498e-11	Unchanged	-
E01729	-1.23467	3.8836954243335e-37	Baodian_UP	-
E01730	-0.80712	1.44285069505874e-68	Unchanged	-
E01733	0.187426	3.15333095792226e-14	Unchanged	-
E01736	0.996056	4.33338904985468e-27	Unchanged	-
E01738	-0.378908	0.000590467405350945	Unchanged	-
E01739	0.546044	0.475213428541741	Unchanged	-
E01746	1.95577	0.431869013624034	Unchanged	-
E01747	-0.0610201	0.790548233318575	Unchanged	-
E01750	-0.591448	0.00250323285559042	Unchanged	-
E01752	0.196428	0.165284745145994	Unchanged	-
E01754	0.38781	0.0099151490292272	Unchanged	-
E01757	-2.67635	1.0333298736889e-27	Baodian_UP	-
E01758	1.10198	3.52915440466903e-26	EHBIO_UP	-
E01762	-0.275401	2.83450255274031e-08	Unchanged	-
E01764	-0.17639	0.00675103214863575	Unchanged	-
E01766	-2.28929	0	Baodian_UP	-
E01767	0.372218	0.0168139142003867	Unchanged	-
E01769	-1.0425	4.56332592573081e-135	Baodian_UP	-
E01770	-1.13572	0.00660425790392364	Baodian_UP	-
E01773	0.133407	0.156859682218528	Unchanged	-
E01774	-0.311325	0.000412575843447739	Unchanged	-
E01776	0.478142	0.960966568518151	Unchanged	-
E01777	-0.663155	0.847517415536992	Unchanged	-
E01781	-0.773149	1.31069309721597e-06	Unchanged	-
E01782	-0.0505745	0.522930833607668	Unchanged	-
E01783	0.196754	4.22120881021808e-07	Unchanged	-
E01785	-0.515026	2.87415402440336e-53	Unchanged	-
E01786	0.36934	7.55088444829296e-14	Unchanged	-
E01789	-0.25994	5.50695956983698e-05	Unchanged	-
E01792	1.11259	0.103073666270754	Unchanged	-
E01793	-0.953928	1.37502352197572e-12	Unchanged	-
E01794	-0.0889732	1	Unchanged	-
E01796	2.3348	8.62003065045323e-20	EHBIO_UP	-
E01797	0.100908	0.221763062325892	Unchanged	-
E01803	0.219713	3.4781187245996e-06	Unchanged	-
E01804	-0.715528	2.24183264456717e-20	Unchanged	-
E01807	-0.622191	3.3411626407039e-07	Unchanged	-
E01808	0.608088	7.11577945869869e-32	Unchanged	-
E01811	-0.246616	9.14617177722758e-05	Unchanged	-
E01813	0.101393	0.0421677866225099	Unchanged	-
E01815	0.576303	1.56292184047143e-164	Unchanged	-
E01816	0.329411	0.000712336588979365	Unchanged	-
E01817	-0.35641	1.67158229298599e-08	Unchanged	-
E01820	0.169237	0.151308505469827	Unchanged	-
E01821	-0.905871	0.64100736122527	Unchanged	-
E01823	-0.157202	0.01230813409117	Unchanged	-
E01825	-1.98034	1.19323657073371e-13	Baodian_UP	-
E01827	2.46197	5.61756927471887e-225	EHBIO_UP	-
E01828	-0.174991	0.000840448556884123	Unchanged	-
E01829	0.871021	3.30309627283003e-65	Unchanged	-
E01830	-0.439274	0.0169021708625958	Unchanged	-
E01833	0.774167	1.53352825731948e-33	Unchanged	-
E01834	0.476428	4.60641242786068e-08	Unchanged	-
E01837	8.31523	2.55560547899317e-192	EHBIO_UP	-
E01839	0.190149	1	Unchanged	-
E01840	0.232193	1	Unchanged	-
E01842	0.0430997	0.664024680032024	Unchanged	-
E01843	-0.670962	3.90651336838584e-14	Unchanged	-
E01844	-0.434222	0.000580829846652602	Unchanged	-
E01845	-0.304671	7.2751818144237e-06	Unchanged	-
E01847	0.377033	0.000270178897654999	Unchanged	-
E01849	-0.00382006	0.961994159648884	Unchanged	-
E01851	6.06413	5.3704166916119e-40	EHBIO_UP	-
E01852	0.41839	4.73916541885732e-20	Unchanged	-
E01854	-0.603971	0.16717153095188	Unchanged	-
E01858	2.29004	3.75841479787986e-31	EHBIO_UP	-
E01859	0.427164	0.000288484160125333	Unchanged	-
E01860	1.68678	0.0297208194030899	EHBIO_UP	-
E01861	1.36473	2.46828373185855e-17	EHBIO_UP	-
E01862	-0.0203389	0.630517323908851	Unchanged	-
E01864	0.945486	0.164727936794577	Unchanged	-
E01867	0.307408	0.00204466684263754	Unchanged	-
E01868	-0.52961	5.4610700251177e-07	Unchanged	-
E01869	-0.711685	0.561485699026388	Unchanged	-
E01870	0.0539848	0.303895750222764	Unchanged	-
E01872	-2.22979	0.00719804045339661	Baodian_UP	-
E01873	-3.58098	6.63411433904243e-45	Baodian_UP	-
E01874	1.41661	7.1287413284381e-09	EHBIO_UP	-
E01875	-0.169287	0.0228623721709533	Unchanged	-
E01876	0.157985	0.633584693080708	Unchanged	-
E01877	-0.506637	1.01213444177303e-18	Unchanged	-
E01878	0.497866	1.52358149914228e-21	Unchanged	-
E01880	0.567877	7.11498118613576e-15	Unchanged	-
E01884	1.02836	3.14552107573831e-171	EHBIO_UP	-
E01885	-0.147225	0.031623905823242	Unchanged	-
E01886	-0.154665	0.0212695064597127	Unchanged	-
E01888	-0.252623	6.6207837975309e-07	Unchanged	-
E01889	-0.0485976	0.405809566963867	Unchanged	-
E01890	-0.505114	1.2867214302466e-05	Unchanged	-
E01891	-0.622286	0.000308577118739695	Unchanged	-
E01892	-0.204726	1	Unchanged	-
E01893	0.130169	0.000809603723631126	Unchanged	-
E01908	0.301474	0.277503130039309	Unchanged	-
E01911	-0.80606	0.000492246501492393	Unchanged	-
E01912	-0.663155	0.847517415536992	Unchanged	-
E01915	3.55148	1.11231557506967e-06	EHBIO_UP	-
E01916	0.836649	0.684436743800561	Unchanged	-
E01923	-0.185013	1	Unchanged	-
E01924	-1.57833	0.376256564267576	Unchanged	-
E01926	-0.794556	1.21211478300839e-16	Unchanged	-
E01928	-0.641409	3.93813107720703e-57	Unchanged	-
E01930	0.417179	1.22812733485215e-18	Unchanged	-
E01931	1.15031	2.12859442482576e-38	EHBIO_UP	-
E01942	1.70932	0.0950966233840928	Unchanged	-
E01953	-0.71214	5.62222463288313e-05	Unchanged	-
E01956	0.557247	4.5437982683619e-16	Unchanged	-
E01958	0.318323	1.21113441814068e-05	Unchanged	-
E01959	1.39522	2.20376979537981e-08	EHBIO_UP	-
E01960	-1.06279	0.337059008290204	Unchanged	-
E01962	2.39552	0.000229688509799618	EHBIO_UP	-
E01963	1.45368	6.82188350146921e-26	EHBIO_UP	-
E01964	-0.415009	3.57865245264596e-10	Unchanged	-
E01971	-1.97662	1.26548010390401e-19	Baodian_UP	-
E01976	0.478142	0.960966568518151	Unchanged	-
E01979	1.18883	1.4754365426278e-118	EHBIO_UP	-
E01982	0.0861216	0.298779419563167	Unchanged	-
E01986	0.446158	0.929019673869101	Unchanged	-
E01989	-0.597373	1.17205216011197e-121	Unchanged	-
E01991	-0.153936	0.00055224009855641	Unchanged	-
E01992	0.254722	3.04141416529421e-13	Unchanged	-
E01996	0.374097	1.77554698620142e-17	Unchanged	-
E02001	0.735873	1.09821639529419e-49	Unchanged	-
E02004	1.82729	7.95615356119698e-31	EHBIO_UP	-
E02005	-0.721575	0.000351595054478949	Unchanged	-
E02012	-0.0448693	0.787300087320429	Unchanged	-
E02013	6.14468	3.02678899837983e-74	EHBIO_UP	-
E02014	0.991347	0.0186882279624306	Unchanged	-
E02021	-0.777178	3.54563272229737e-210	Unchanged	-
E02024	1.56069	5.30077789100824e-225	EHBIO_UP	-
E02026	1.20654	9.16798729079788e-08	EHBIO_UP	-
E02028	-0.304719	4.69890310631895e-08	Unchanged	-
E02031	1.03652	0.321559595970512	Unchanged	-
E02032	0.466746	1.2321511033814e-22	Unchanged	-
E02035	0.219099	0.111536230173322	Unchanged	-
E02036	-0.738611	2.71328932304381e-53	Unchanged	-
E02039	-0.699793	2.62707190828476e-29	Unchanged	-
E02040	0.0595912	0.58430772292689	Unchanged	-
E02041	-1.42316	1.73647167086193e-68	Baodian_UP	-
E02042	1.08368	0.409680042099717	Unchanged	-
E02044	0.231105	0.149076410559453	Unchanged	-
E02045	1.66555	3.20531093316967e-105	EHBIO_UP	-
E02046	-1.58098	0.141226424563878	Unchanged	-
E02050	-0.681937	7.94536097206951e-19	Unchanged	-
E02051	0.148036	0.000682703586338986	Unchanged	-
E02052	-0.743204	6.73874889658923e-12	Unchanged	-
E02053	1.7012	1.2174895843943e-14	EHBIO_UP	-
E02054	-0.102146	0.265268464322464	Unchanged	-
E02055	0.0924934	0.454592643733034	Unchanged	-
E02057	-1.64016	1.39734723555963e-15	Baodian_UP	-
E02061	-0.431292	2.35129133084758e-26	Unchanged	-
E02069	0.197717	0.0340462905037774	Unchanged	-
E02070	0.298768	0.913134889376285	Unchanged	-
E02072	-1.61001	2.07334846923837e-13	Baodian_UP	-
E02073	2.52524	7.13963992908628e-12	EHBIO_UP	-
E02074	-1.29845	1.00366309914813e-58	Baodian_UP	-
E02075	-0.359669	4.11025356634492e-05	Unchanged	-
E02079	0.798512	9.77881936243657e-49	Unchanged	-
E02080	-0.989193	6.57876827049495e-39	Unchanged	-
E02085	-0.51877	0.804720668677813	Unchanged	-
E02089	1.67873	5.46087197067809e-89	EHBIO_UP	-
E02091	-0.392477	5.00237500427143e-08	Unchanged	-
E02092	-0.152084	0.654142427731806	Unchanged	-
E02093	-1.11235	6.46936935844872e-14	Baodian_UP	-
E02094	0.556875	2.48000550947538e-22	Unchanged	-
E02097	-0.411405	0.000769650066857514	Unchanged	-
E02100	0.350071	0.000445308574301938	Unchanged	-
E02101	-0.105872	0.254429578867675	Unchanged	-
E02104	-0.232208	0.00092178642723319	Unchanged	-
E02105	0.399088	3.40987165957222e-05	Unchanged	-
E02106	-0.098899	0.123219822613177	Unchanged	-
E02110	0.339301	0.0860285830783612	Unchanged	-
E02112	0.159252	0.0323705892689394	Unchanged	-
E02115	-0.741716	2.69902790262813e-93	Unchanged	-
E02116	0.475039	0.960966568518151	Unchanged	-
E02117	3.11062	7.25734242349537e-05	EHBIO_UP	-
E02120	0.44674	0.86390838783401	Unchanged	-
E02121	-0.681337	1.80617894064841e-26	Unchanged	-
E02122	-0.1504	0.109173205764486	Unchanged	-
E02125	0.414919	2.00324164068219e-35	Unchanged	-
E02126	0.0473221	0.764671306939148	Unchanged	-
E02128	-0.468258	2.07276904526681e-14	Unchanged	-
E02129	-0.875739	7.73236980013927e-33	Unchanged	-
E02130	1.12356	0.58877914059158	Unchanged	-
E02134	0.69607	0.000790827230224869	Unchanged	-
E02135	-0.754512	3.0190849242425e-82	Unchanged	-
E02137	-0.00869351	0.984430108182739	Unchanged	-
E02139	1.49638	0	EHBIO_UP	-
E02141	4.55043	0	EHBIO_UP	-
E02142	-0.83736	4.31145500077547e-12	Unchanged	-
E02144	-0.0464971	0.501328090703499	Unchanged	-
E02145	-3.40748	9.99742871778024e-08	Baodian_UP	-
E02146	-0.989734	1.99202094256086e-50	Unchanged	-
E02149	-1.1036	0.476466843393901	Unchanged	-
E02152	-0.0305976	0.787124171464808	Unchanged	-
E02153	-0.0937368	0.4168826577064	Unchanged	-
E02154	1.67919	0.125489879845519	Unchanged	-
E02158	0.139079	0.397587568166817	Unchanged	-
E02159	-2.25875	3.23730379171826e-38	Baodian_UP	-
E02161	0.268605	0.476190260065595	Unchanged	-
E02163	0.182132	0.000622092407239735	Unchanged	-
E02164	-2.26874	0.00048455854814066	Baodian_UP	-
E02165	-0.542779	0.000221149456634056	Unchanged	-
E02167	-0.394786	0.684436743800561	Unchanged	-
E02169	-0.63072	0.62237956671433	Unchanged	-
E02171	0.235532	0.362130798852611	Unchanged	-
E02174	1.34176	0.275565702974846	Unchanged	-
E02175	-0.455091	2.79705635057889e-14	Unchanged	-
E02176	-0.473436	5.67375950862602e-13	Unchanged	-
